Gene	ExpA	ExpB	FoldChange	log2FC	ExpFreqA	ExpFreqB	TotalA	TotalB	ExpFractionA	ExpFractionB	fishers.pval	wilcoxon.pval	combined.pval	adjusted.pval
TP53	3654.85966713839	1.65202884041627	2212.34616353154	11.111361424908	2006	207	2056	2056	0.97568093385214	0.10068093385214	0	0	0	0
UBBP4	34.5342834009331	136.779864036752	0.25248075543966	-1.98575466777482	1506	1943	2056	2056	0.732490272373541	0.945038910505837	7.24173999570258e-82	1.20852019407437e-292	0	0
ITGA2B	44.89948224133	4.53144080106717	9.90843403068535	3.30865706602096	1442	284	2056	2056	0.70136186770428	0.138132295719844	1.43429376302064e-313	5.30492554989535e-300	0	0
MYL4	24.6686217183706	3.35406001247975	7.35485400576728	2.87869670419309	1055	101	2056	2056	0.513132295719844	0.049124513618677	6.14565104156469e-269	2.26287161633643e-233	0	0
AVP	1.05177950266598	24.8094251304551	0.0423943520309487	-4.55998411460167	201	1164	2056	2056	0.0977626459143969	0.566147859922179	7.74001108006786e-240	1.28787611215133e-247	0	0
KLF1	17.5909314831504	2.60551630174549	6.75141870015012	2.75519069277241	972	96	2056	2056	0.472762645914397	0.0466926070038911	1.66055067932287e-238	2.06703598548517e-204	0	0
PPP1R14A	4.2822982952457	0.631318832027681	6.78309924874526	2.76194460214645	883	109	2056	2056	0.429474708171206	0.0530155642023346	2.73573204977355e-193	4.60906613906707e-169	0	0
BLVRB	68.6395301721514	10.8662303909942	6.31677478779015	2.6591881366745	1276	335	2056	2056	0.620622568093385	0.162937743190661	6.24723005080086e-208	1.38554182672088e-202	0	0
APOE	15.6771711638182	0.34845149952132	44.9909705808541	5.49156358510019	908	38	2056	2056	0.441634241245136	0.0184824902723735	1.15223859321797e-269	2.10340515798291e-226	0	0
APOC1	19.4340424395755	1.08224332302491	17.9571839586467	4.1664892196082	985	50	2056	2056	0.47908560311284	0.0243190661478599	7.7812068760406e-289	6.43176466077074e-241	0	0
CSF2RB	19.5329919262305	3.81770703027558	5.1164198225081	2.3551346479179	1138	187	2056	2056	0.553501945525292	0.0909533073929961	2.46850363737523e-238	5.63309728249473e-209	0	0
GATA1	9.82822034700249	3.86615617957146	2.5421167408948	1.34603028433294	1023	216	2056	2056	0.497568093385214	0.105058365758755	1.07035896768683e-175	2.32409220016562e-150	1.87744945419674e-322	4.97178259410046e-320
RRP12	6.69461685826914	0.771298753770664	8.67966767162663	3.11763980561046	744	68	2056	2056	0.361867704280156	0.0330739299610895	7.35323049951231e-175	4.61634650566717e-151	2.51973479379036e-322	6.5305597067296e-320
MAP4K4	13.794465222224	2.48105246168809	5.55992484449052	2.47506538165137	906	153	2056	2056	0.440661478599222	0.0744163424124514	2.38825262985014e-171	7.60789174133681e-154	1.35868052606343e-321	3.44793592263231e-319
SPTA1	6.73019688518433	0.563541680415854	11.9426781000793	3.57805448663775	697	50	2056	2056	0.339007782101167	0.0243190661478599	5.98574229577661e-174	2.66096695780536e-150	1.18526348437315e-320	2.94646917341636e-318
TUBB4B	10.8649013960735	2.52468539675804	4.30346743797274	2.10549955277035	993	206	2056	2056	0.482976653696498	0.100194552529183	1.33325919030585e-170	5.98136536343629e-153	5.92236489669902e-320	1.44280656577775e-317
CDC42BPA	15.6901934622157	3.95424282205521	3.96793878582823	1.98838976915643	1003	214	2056	2056	0.48784046692607	0.10408560311284	1.17431468660326e-169	2.33699454762409e-151	2.02209804146097e-317	4.82964240282345e-315
HMBS	25.5442007733432	8.52246156111536	2.99727966974839	1.58365370491744	1107	284	2056	2056	0.538424124513619	0.138132295719844	1.02594569958316e-169	1.71341352888659e-150	1.29196451979695e-316	3.02642688750084e-314
RP11-264B14.1	0.184650850837187	2.81641706028152	0.0655623250694021	-3.93098917141703	331	1086	2056	2056	0.160992217898833	0.528210116731518	1.98679329113311e-140	2.0103546893325e-178	2.92307439928402e-315	6.71810740711199e-313
SLC2A3	20.8956139328701	3.6010602103922	5.80262831278633	2.53670652005554	992	215	2056	2056	0.482490272373541	0.104571984435798	3.22669881434829e-165	2.46858025640878e-153	5.82385237189167e-315	1.31371010633603e-312
SELENBP1	10.1387398353679	0.464993846384739	21.8040301268397	4.44652291368028	636	29	2056	2056	0.309338521400778	0.0141050583657588	3.08500201468649e-173	1.45738133587758e-144	3.2794733658038e-314	7.26313910342668e-312
SLC39A4	18.4492160811069	8.00479003013584	2.30477201920983	1.20462405086196	1087	268	2056	2056	0.528696498054475	0.130350194552529	1.06815987024208e-170	7.93271335005224e-147	6.17527040918005e-314	1.34323158668254e-311
GRTP1	7.68050705855508	0.0567966499959605	135.228170307603	7.07925191040123	587	13	2056	2056	0.285505836575875	0.00632295719844358	3.40194920918529e-175	1.21377719406066e-141	3.00275538349477e-313	6.41694093444753e-311
SLC40A1	24.4716224974019	7.56609258669367	3.23438052297162	1.69348942102225	1300	461	2056	2056	0.632295719844358	0.224221789883268	9.33537426863257e-159	7.93955401942687e-156	5.35143475035205e-311	1.12389356369032e-308
MYC	12.3947648349751	1.7489251410845	7.08707568083168	2.82519045524212	879	150	2056	2056	0.427529182879377	0.0729571984435798	1.04354668028664e-163	9.67789368851506e-149	7.24217249747599e-309	1.4952017490128e-306
